bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
77	NM_001201479	chr16	-	4390251	4466962	4390319	4466519	31	4390251,4390920,4391368,4393207,4405286,4407168,4407968,4408367,4409296,4409480,4410278,4410444,4410943,4411162,4411361,4411985,4412612,4414276,4414597,4414775,4415003,4415491,4437986,4438545,4445289,4455491,4457501,4458181,4462356,4463308,4466459,	4390406,4390986,4391505,4393292,4405373,4407260,4408104,4408484,4409386,4409622,4410364,4410549,4411086,4411249,4411470,4412161,4412739,4414414,4414690,4414921,4415061,4415546,4438069,4438632,4445340,4455568,4457685,4458252,4462431,4463405,4466962,	0	CORO7-PAM16	cmpl	cmpl	0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,
158	NM_052941	chr1	-	89646830	89664633	89650936	89664517	11	89646830,89652015,89652682,89654264,89655720,89656943,89658586,89658985,89660979,89662792,89664477,	89651152,89652209,89652785,89654477,89656001,89657189,89658783,89659095,89661107,89662987,89664633,	0	GBP4	cmpl	cmpl	0,1,0,0,1,1,2,0,1,1,0,
734	NR_039706	chr11	+	19596856	19596919	19596919	19596919	1	19596856,	19596919,	0	MIR4486	unk	unk	-1,
1767	NR_049765	chr1	+	154975105	154991001	154991001	154991001	4	154975105,154975318,154987130,154988695,	154975162,154975419,154988290,154991001,	0	ZBTB7B	unk	unk	-1,-1,-1,-1,
587	NM_001176	chr16	+	330605	333003	330680	332814	6	330605,331745,332024,332296,332466,332614,	330753,331925,332108,332373,332530,333003,	0	ARHGDIG	cmpl	cmpl	0,1,1,1,0,1,
83	NM_001173461	chr17	+	11144739	11467380	11144739	11461621	4	11144739,11166682,11459056,11461070,	11145377,11166843,11459209,11467380,	0	SHISA6	cmpl	cmpl	0,2,1,1,
220	NM_181359	chr1	+	154377668	154441926	154378105	154437641	9	154377668,154401671,154402958,154406994,154407465,154408444,154420600,154422386,154437609,	154378190,154401920,154403082,154407176,154407632,154408586,154420647,154422456,154441926,	0	IL6R	cmpl	cmpl	0,1,1,2,1,0,1,0,1,
942	NR_045790	chr1	+	46805848	46830824	46830824	46830824	5	46805848,46810472,46818539,46826375,46827241,	46806591,46810816,46818700,46826500,46830824,	0	NSUN4	unk	unk	-1,-1,-1,-1,-1,
923	NM_172131	chr20	-	44313289	44333658	44313468	44333630	3	44313289,44333135,44333556,	44313599,44333200,44333658,	0	WFDC10B	cmpl	cmpl	1,2,0,
127	NM_001178054	chr12	-	57403780	57410344	57406162	57409581	6	57403780,57406161,57407142,57407361,57409467,57410170,	57404072,57406236,57407172,57407455,57409586,57410344,	0	TAC3	cmpl	cmpl	-1,1,1,0,0,-1,
896	NM_020783	chr18	-	40847856	40857615	40850305	40857246	4	40847856,40851676,40853544,40857212,	40850613,40851797,40854359,40857615,	0	SYT4	cmpl	cmpl	1,0,1,0,
1607	NM_020815	chr4	+	134070469	134074404	134071295	134073986	1	134070469,	134074404,	0	PCDH10	cmpl	cmpl	0,
85	NM_030640	chr12	-	12626215	12715448	12629766	12674032	7	12626215,12633156,12639961,12653452,12672795,12673804,12715050,	12630949,12633280,12640121,12653616,12672934,12674397,12715448,	0	DUSP16	cmpl	cmpl	2,1,0,1,0,0,-1,
1025	NM_001130406	chr13	+	57721621	57724643	57722008	57723695	3	57721621,57721989,57723081,	57721835,57722060,57724643,	0	PRR20D	cmpl	cmpl	-1,0,1,
1025	NM_001130406	chr13	+	57728194	57731216	57728581	57730268	3	57728194,57728562,57729654,	57728408,57728633,57731216,	0	PRR20D	cmpl	cmpl	-1,0,1,
127	NM_013251	chr12	-	57403780	57410344	57406162	57409581	7	57403780,57406161,57406605,57407142,57407361,57409467,57410170,	57404072,57406236,57406659,57407172,57407455,57409586,57410344,	0	TAC3	cmpl	cmpl	-1,1,1,1,0,0,-1,
608	NM_022468	chr16	+	3096681	3110724	3096918	3109099	10	3096681,3097415,3100009,3100254,3107033,3107310,3107531,3108181,3108412,3108827,	3097017,3097548,3100145,3100547,3107210,3107395,3107614,3108334,3108670,3110724,	0	MMP25	cmpl	cmpl	0,0,1,2,1,1,2,1,1,1,
2042	NM_033178	chr4	+	191012062	191013442	191012159	191013434	1	191012062,	191013442,	0	DUX4	cmpl	cmpl	0,
2042	NM_033178	chr4	+	191008762	191010142	191008859	191010134	1	191008762,	191010142,	0	DUX4	cmpl	cmpl	0,
2042	NM_033178	chr4	+	191005469	191006849	191005566	191006841	1	191005469,	191006849,	0	DUX4	cmpl	cmpl	0,
692	NM_145287	chr18	-	14099941	14132489	14104915	14132276	3	14099941,14124348,14132273,	14106408,14124475,14132489,	0	ZNF519	cmpl	cmpl	1,0,0,
2416	NR_046582	chr1	-	240061318	240063172	240063172	240063172	2	240061318,240063063,	240061692,240063172,	0	CHRM3-AS1	unk	unk	-1,-1,
125	NM_001287753	chr6	-	55299170	55444012	55300459	55443853	6	55299170,55304231,55360216,55406526,55406857,55443745,	55300561,55304357,55360405,55406634,55406938,55444012,	0	HMGCLL1	cmpl	cmpl	0,0,0,0,0,0,
246	NR_033918	chr4	-	181985242	182080302	182080302	182080302	3	181985242,182076765,182080228,	181985633,182076892,182080302,	0	LINC00290	unk	unk	-1,-1,-1,
620	NM_017913	chr9	+	4679565	4706594	4679767	4706112	7	4679565,4684876,4688512,4697095,4697756,4701863,4706010,	4679899,4685158,4688606,4697211,4697879,4702028,4706594,	0	CDC37L1	cmpl	cmpl	0,0,0,1,0,0,0,
87	NM_152396	chr3	-	15451376	15469042	15452762	15468018	6	15451376,15455527,15457278,15466461,15467793,15468908,	15452944,15455669,15457449,15466596,15468142,15469042,	0	METTL6	cmpl	cmpl	1,0,0,0,0,-1,
1653	NM_000832	chr9	+	140033608	140063214	140033938	140062294	19	140033608,140036464,140040177,140043460,140051120,140051314,140052830,140053072,140055507,140055740,140056375,140056623,140056855,140057042,140057297,140057620,140058010,140058210,140062225,	140034196,140036599,140040354,140043561,140051242,140051489,140052975,140053156,140055649,140055868,140056540,140056742,140056968,140057191,140057455,140057782,140058120,140058356,140063214,	0	GRIN1	cmpl	cmpl	0,0,0,0,2,1,2,0,0,1,0,0,2,1,0,2,2,1,0,
811	NM_002433	chr6	+	29624757	29640149	29624986	29639227	8	29624757,29627095,29633928,29635419,29635680,29638057,29638477,29639198,	29625074,29627443,29634042,29635440,29635701,29638174,29638498,29640149,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,1,
1743	NM_005361	chrX	+	151883074	151887096	151885595	151886540	4	151883074,151884445,151885384,151885530,	151883346,151884565,151885450,151887096,	0	MAGEA2	cmpl	cmpl	-1,-1,-1,0,
1744	NM_005361	chrX	-	151918386	151922408	151918942	151919887	4	151918386,151920032,151920917,151922136,	151919952,151920098,151921037,151922408,	0	MAGEA2	cmpl	cmpl	0,-1,-1,-1,
149	NM_001251888	chr17	+	79935425	79975282	79935522	79975198	17	79935425,79937059,79941429,79943382,79952696,79953867,79954295,79966912,79967361,79968677,79969418,79970106,79972950,79974351,79974675,79974816,79975184,	79935624,79937115,79941544,79943483,79952754,79953941,79954722,79967067,79967443,79968744,79969481,79970159,79973232,79974403,79974745,79974989,79975282,	0	ASPSCR1	cmpl	cmpl	0,0,2,0,2,0,2,0,2,0,1,1,0,0,1,2,1,
793	NM_080654	chr11	-	27370418	27384795	27371794	27384741	3	27370418,27378949,27384382,	27371986,27379088,27384795,	0	CCDC34	cmpl	cmpl	0,2,0,
113	NR_024380	chr10	-	42827313	42863493	42863493	42863493	3	42827313,42835948,42863263,	42833688,42836004,42863493,	0	LOC441666	unk	unk	-1,-1,-1,
170	NM_001242560	chr2	+	102314164	102511152	102314542	102507711	31	102314164,102314934,102407181,102440389,102441780,102445965,102448182,102450870,102452361,102456280,102459070,102460562,102472438,102475457,102476197,102480282,102481391,102482889,102483673,102484490,102486083,102486756,102490108,102490543,102493464,102499012,102501648,102503549,102504239,102505257,102507627,	102314599,102315000,102407238,102440515,102441891,102446056,102448313,102450925,102452440,102456456,102459143,102460773,102472600,102475544,102476326,102480513,102481498,102483041,102483771,102484499,102486259,102486877,102490226,102490714,102493608,102499147,102501749,102503699,102504399,102505397,102511152,	0	MAP4K4	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,2,1,0,0,2,0,1,1,1,1,0,0,1,0,
1158	NM_020447	chr15	-	75192327	75199462	75194959	75199141	5	75192327,75197004,75197494,75198618,75198927,	75195127,75197053,75197572,75198706,75199462,	0	FAM219B	cmpl	cmpl	0,2,2,1,0,
142	NM_170744	chr10	+	72972291	73062635	72972742	73059034	17	72972291,73039577,73044476,73045082,73046445,73047354,73048324,73048714,73050671,73051188,73052223,73053161,73053456,73055567,73056334,73057665,73058868,	72972821,73039802,73044620,73045186,73046626,73047522,73048489,73048747,73050866,73051578,73052311,73053330,73053690,73055717,73056499,73057847,73062635,	0	UNC5B	cmpl	cmpl	0,1,1,1,0,1,1,1,1,1,1,2,0,0,0,0,2,
700	NM_022340	chr3	-	15111579	15140655	15115288	15137627	14	15111579,15117112,15118568,15119581,15122238,15123873,15126241,15126506,15127367,15131905,15137479,15138041,15139625,15140541,	15116437,15117217,15118671,15119668,15122309,15124115,15126403,15126552,15127468,15132046,15137795,15138217,15139781,15140655,	0	ZFYVE20	cmpl	cmpl	0,0,2,2,0,1,1,0,1,1,0,-1,-1,-1,
182	NM_003358	chr9	+	114659205	114695433	114659495	114695277	9	114659205,114676884,114685128,114687056,114688663,114691779,114693550,114694449,114695106,	114659593,114677026,114685231,114687158,114688776,114691958,114693637,114694639,114695433,	0	UGCG	cmpl	cmpl	0,2,0,1,1,0,2,2,0,
79	NM_001145118	chr7	-	6536408	6591067	6537404	6591067	22	6536408,6537694,6541411,6541619,6542416,6542638,6543121,6544423,6545450,6547615,6548588,6549913,6550239,6550538,6554005,6560208,6561059,6561518,6565854,6566151,6579348,6590638,	6537476,6537859,6541530,6541749,6542503,6542794,6543318,6544501,6545538,6548032,6548944,6550031,6550337,6550670,6554160,6560392,6561154,6561588,6565940,6566400,6579503,6591067,	0	GRID2IP	cmpl	cmpl	0,0,1,0,0,0,1,1,0,0,1,0,1,1,2,1,2,1,2,2,0,0,
82	NM_001077526	chr3	+	9691116	9744078	9691267	9743657	18	9691116,9695304,9703950,9710402,9711115,9712731,9714368,9719000,9719667,9724861,9726268,9726571,9726894,9729504,9730379,9730627,9731647,9743473,	9691426,9695453,9704059,9710478,9711176,9712854,9714442,9719071,9719742,9724928,9726354,9726648,9726931,9729575,9730438,9730766,9731827,9744078,	0	MTMR14	cmpl	cmpl	0,0,2,0,1,2,2,1,0,0,1,0,2,0,2,1,2,2,
987	NM_001164417	chrX	+	52780280	52790617	52781757	52789521	8	52780280,52781737,52782264,52782914,52784876,52786930,52789420,52789990,	52780395,52781826,52782379,52783010,52784926,52787066,52789525,52790617,	0	SSX2B	cmpl	cmpl	-1,0,0,1,1,0,1,-1,
738	NM_001243537	chr22	-	20136108	20137431	20136136	20137261	6	20136108,20136397,20136709,20136934,20137103,20137246,	20136323,20136447,20136767,20136999,20137163,20137431,	0	LOC388849	cmpl	cmpl	2,0,2,0,0,0,
217	NM_001242767	chr6	+	151186814	151423023	151186958	151413692	28	151186814,151197225,151198769,151198908,151203897,151206769,151208977,151226785,151239712,151243340,151247257,151257939,151259834,151265621,151266602,151270166,151277130,151281410,151286104,151293082,151330954,151334914,151336015,151336651,151355628,151358100,151413602,151422661,	151187185,151197310,151198820,151198962,151204022,151206870,151209117,151226897,151239804,151243438,151247431,151258076,151259881,151265729,151266677,151270269,151277207,151281551,151286173,151293194,151331094,151334956,151336116,151336829,151355736,151358253,151413723,151423023,	0	MTHFD1L	cmpl	cmpl	0,2,0,0,0,2,1,0,1,0,2,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,-1,
969	NM_001258018	chr19	-	50392912	50432796	50392926	50404974	10	50392912,50394227,50394661,50397524,50398324,50399071,50404895,50407455,50430950,50432582,	50393857,50394364,50394730,50397726,50398437,50399310,50405136,50407578,50431072,50432796,	0	IL4I1	cmpl	cmpl	2,0,0,2,0,1,0,-1,-1,-1,
108	NM_080552	chr20	+	37353104	37358015	37353367	37357282	2	37353104,37356094,	37353757,37358015,	0	SLC32A1	cmpl	cmpl	0,0,
209	NM_145003	chr8	-	143293440	143484543	143310844	143436085	14	143293440,143310833,143356141,143365773,143381846,143395744,143396363,143399904,143412261,143413114,143425326,143427103,143435997,143484464,	143293674,143310940,143356224,143365846,143382005,143395801,143396453,143399995,143412331,143413192,143425833,143427253,143436124,143484543,	0	TSNARE1	cmpl	cmpl	-1,0,1,0,0,0,0,2,1,1,1,1,0,-1,
861	NM_145000	chr5	-	36249103	36302011	36249755	36301518	14	36249103,36251414,36253748,36255571,36257042,36257555,36260881,36262040,36265060,36265550,36269491,36270052,36271354,36301427,	36249799,36251601,36253891,36255692,36257173,36257658,36260966,36262144,36265200,36265622,36269569,36270092,36271413,36302011,	0	RANBP3L	cmpl	cmpl	1,0,1,0,1,0,2,0,1,1,1,0,1,0,
240	NM_052899	chr5	-	176022802	176037131	176023808	176026835	2	176022802,176036999,	176026878,176037131,	0	GPRIN1	cmpl	cmpl	0,-1,
1102	NM_001288990	chr16	+	67840780	67861971	67841052	67861896	16	67840780,67848204,67854741,67855001,67857528,67858485,67859039,67859569,67859819,67860054,67860339,67860594,67860865,67861151,67861375,67861655,	67841099,67848304,67854854,67855128,67857622,67858682,67859175,67859739,67859979,67860185,67860465,67860747,67860975,67861278,67861482,67861971,	0	TSNAXIP1	cmpl	cmpl	0,2,0,2,0,1,0,1,0,1,0,0,0,2,0,2,
111	NM_004310	chr4	+	40198526	40246384	40245006	40245582	3	40198526,40244333,40244797,	40198920,40244454,40246384,	0	RHOH	cmpl	cmpl	-1,-1,0,
1194	NM_004309	chr17	-	79825596	79829282	79826751	79827806	6	79825596,79827048,79827205,79827417,79827616,79829173,	79826951,79827112,79827282,79827501,79827833,79829282,	0	ARHGDIA	cmpl	cmpl	1,0,1,1,0,-1,
87	NM_001168340	chr9	-	15170841	15307358	15172016	15307321	19	15170841,15175016,15177694,15182304,15185277,15186941,15187968,15189701,15190551,15191187,15192587,15199858,15203820,15210085,15211263,15214136,15225914,15267911,15307081,	15172107,15175133,15177812,15182413,15185404,15187033,15188130,15189790,15190660,15191253,15192693,15199923,15203888,15210162,15211395,15214247,15226010,15267946,15307358,	0	TTC39B	cmpl	cmpl	2,2,1,0,2,0,0,1,0,0,2,0,1,2,2,2,2,0,0,
2477	NM_015431	chr1	+	248020500	248043438	248020548	248039791	6	248020500,248023918,248028006,248031146,248031264,248039201,	248020968,248024014,248028237,248031169,248031365,248043438,	0	TRIM58	cmpl	cmpl	0,0,0,0,2,1,
1099	NM_020948	chr1	+	67390577	67454302	67394586	67450583	15	67390577,67391824,67394572,67405710,67411832,67423741,67424533,67425361,67428770,67436490,67437337,67438579,67442277,67447461,67450254,	67390778,67391925,67394646,67405735,67411978,67423903,67424666,67425426,67428843,67436642,67437419,67438674,67442405,67447601,67454302,	0	MIER1	cmpl	cmpl	-1,-1,0,0,1,0,0,1,0,1,0,1,0,2,1,
1659	NM_002588	chr5	+	140855568	140892544	140855683	140890740	4	140855568,140874373,140884959,140890513,	140858113,140874432,140885048,140892544,	0	PCDHGC3	cmpl	cmpl	0,0,2,1,
1513	NM_175924	chr3	-	121706169	121741127	121707213	121740924	7	121706169,121711996,121720154,121720591,121724090,121725837,121740866,	121707255,121712817,121720301,121720711,121724240,121726008,121741127,	0	ILDR1	cmpl	cmpl	0,1,1,1,1,1,0,
128	NM_004811	chr11	-	58294343	58343390	58294926	58343245	9	58294343,58295515,58317258,58317445,58318537,58322313,58331627,58338028,58343232,	58295196,58295664,58317340,58317619,58318705,58322413,58331674,58338186,58343390,	0	LPXN	cmpl	cmpl	0,1,0,0,0,2,0,1,0,
164	NM_001289074	chr10	+	96305523	96361856	96341133	96361379	23	96305523,96306133,96313882,96317895,96322447,96322568,96331144,96333716,96334310,96336418,96336838,96341082,96342719,96347985,96350169,96350394,96351985,96352151,96353255,96354451,96356616,96356791,96361284,	96305709,96306255,96314005,96317952,96322484,96322633,96331186,96333944,96334493,96336466,96336853,96341279,96342816,96348147,96350309,96350533,96352069,96352271,96353372,96354611,96356713,96356868,96361856,	0	HELLS	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,2,0,0,0,0,1,2,1,
157	NM_012381	chr6	+	88299784	88377172	88299886	88376841	20	88299784,88304070,88311501,88313101,88315634,88317390,88318813,88321806,88326031,88331071,88331667,88344562,88346124,88362833,88366623,88367638,88372720,88374460,88375471,88376735,	88299910,88304125,88311599,88313246,88315739,88317542,88318947,88321966,88326145,88331205,88331731,88344679,88346204,88362967,88366700,88367736,88372862,88374577,88375551,88377172,	0	ORC3	cmpl	cmpl	0,0,1,0,1,1,0,2,0,0,2,0,0,2,1,0,2,0,0,2,
98	NM_017877	chr2	+	26987141	27004099	26987217	27001379	6	26987141,26997118,26997911,26998331,26999239,27000909,	26987294,26997191,26998083,26998544,26999350,27004099,	0	SLC35F6	cmpl	cmpl	0,2,0,1,1,1,
178	NM_178584	chr2	-	110300373	110371783	110301885	110371404	10	110300373,110303626,110310663,110321942,110323339,110325391,110332157,110342702,110343297,110371374,	110301901,110303814,110310796,110322111,110323436,110325553,110332344,110342898,110343415,110371783,	0	SEPT10	cmpl	cmpl	2,0,2,1,0,0,2,1,0,0,
946	NM_002804	chr11	-	47440319	47448024	47440385	47447830	12	47440319,47440666,47441814,47442181,47444124,47444380,47445596,47445979,47446157,47446671,47447417,47447755,	47440496,47440748,47441960,47442278,47444273,47444524,47445734,47446042,47446262,47446797,47447501,47448024,	0	PSMC3	cmpl	cmpl	0,2,0,2,0,0,0,0,0,0,0,0,
1776	NM_022367	chr1	+	156123321	156147542	156124369	156146788	15	156123321,156124340,156126204,156127860,156128178,156128509,156130233,156130695,156131136,156132734,156142616,156144612,156144876,156145346,156146195,	156123555,156124508,156126365,156127923,156128277,156128615,156130350,156130820,156131309,156132885,156142797,156144731,156145034,156145447,156147542,	0	SEMA4A	cmpl	cmpl	-1,0,1,0,0,0,1,1,0,2,0,1,0,2,1,
164	NM_006260	chr13	+	96329392	96447243	96329509	96443284	12	96329392,96361480,96375495,96377431,96409897,96412293,96412932,96415896,96416086,96438192,96439260,96443126,	96329591,96361591,96375620,96377506,96410050,96412475,96413052,96416002,96416207,96438325,96439409,96447243,	0	DNAJC3	cmpl	cmpl	0,1,1,0,0,0,2,2,0,1,2,1,
1762	NM_024332	chrX	+	154299694	154351349	154299802	154348425	12	154299694,154300601,154301651,154305444,154306890,154317537,154319058,154327589,154344331,154344985,154348273,154349497,	154299925,154300618,154301706,154305564,154306978,154317626,154319114,154327664,154344463,154345029,154348443,154351349,	0	BRCC3	cmpl	cmpl	0,0,2,0,0,1,0,2,2,2,1,-1,
935	NM_001166049	chr19	-	45910590	45927177	45912932	45926632	9	45910590,45916934,45918118,45920078,45922355,45923581,45924435,45926527,45927038,	45912983,45917003,45918218,45920155,45922455,45923685,45924651,45926639,45927177,	0	ERCC1	cmpl	cmpl	0,0,2,0,2,0,0,0,-1,
1356	NR_024096	chr14	+	101123604	101139081	101139081	101139081	2	101123604,101137897,	101124047,101139081,	0	LINC00523	unk	unk	-1,-1,
911	NM_015349	chr6	+	42788793	42836296	42789760	42833184	12	42788793,42789755,42790533,42790672,42796230,42819829,42821375,42823593,42824828,42827999,42830247,42832396,	42788951,42789801,42790582,42790741,42797910,42819935,42821476,42823655,42824974,42828094,42830350,42836296,	0	GLTSCR1L	cmpl	cmpl	-1,0,2,0,0,0,1,0,2,1,0,1,
12	NM_001001992	chr21	+	30396937	30426807	30400234	30426508	18	30396937,30400193,30402915,30407157,30408591,30409599,30410655,30411346,30411801,30412929,30414333,30414792,30415743,30418987,30421081,30422412,30426122,30426386,	30397098,30400295,30403094,30407261,30408695,30409784,30410751,30411477,30411889,30413008,30414425,30414849,30415920,30419642,30421176,30422499,30426279,30426807,	0	USP16	cmpl	cmpl	-1,0,1,0,2,1,0,0,2,0,1,0,0,0,1,0,0,1,
1767	NR_046206	chr1	+	154975105	154991001	154991001	154991001	5	154975105,154975318,154986490,154987130,154988695,	154975162,154975419,154986569,154988290,154991001,	0	ZBTB7B	unk	unk	-1,-1,-1,-1,-1,
87	NM_001184958	chr3	+	14716605	14814543	14724586	14814382	17	14716605,14723676,14724481,14725748,14731503,14744636,14745843,14755513,14756795,14763159,14768407,14769945,14798877,14801397,14802979,14813573,14814297,	14716759,14723838,14724704,14725889,14731623,14744769,14746125,14755666,14756916,14763291,14768531,14770195,14799181,14801505,14803122,14813708,14814543,	0	C3orf20	cmpl	cmpl	-1,-1,0,1,1,1,2,2,2,0,0,1,2,0,0,2,2,
220	NM_001206866	chr1	+	154377668	154410561	154378105	154410020	7	154377668,154401671,154402958,154406994,154407465,154408444,154409910,	154378190,154401920,154403082,154407176,154407632,154408586,154410561,	0	IL6R	cmpl	cmpl	0,1,1,2,1,0,1,
718	NM_138401	chr19	+	17530911	17536140	17530944	17535802	9	17530911,17531121,17531346,17533140,17534306,17534501,17534814,17535429,17535739,	17531034,17531220,17531443,17533267,17534426,17534608,17534876,17535486,17536140,	0	MVB12A	cmpl	cmpl	0,0,0,1,2,2,1,0,0,
